Transmission Line And Free Space Method 15.1.16021801
Agilent Technologies,N5230C,MY49000690,A.09.42.22

Ch 1
Ports:, 1 & 2
Measurement Model:, Reflection/Transmission Mu and Epsilon
Sample Holder Type:, Waveguide
Cutoff Frequency:, 6.560010 GHz
Sample Holder Length:, 9.700000 mm
Distance to Sample:, 0.000000 mm
Sample Thickness:, 2.300000 mm
IFBW:, 300.000000 Hz
Power:, 0.000000 dBm
Date:,"Friday, January 01, 1988 03:02:12"
frequency(GHz),e',e'',u',u''
         9.3760,   3.8910,   0.1021,   1.0332,   0.0048
         9.3786,   3.8870,   0.0979,   1.0503,   0.0053
         9.3812,   3.8859,   0.1000,   1.0423,   0.0105
         9.3839,   3.8816,   0.1022,   1.0403,   0.0112
         9.3865,   3.8866,   0.1000,   1.0429,   0.0127
         9.3891,   3.8841,   0.1017,   1.0402,   0.0078
         9.3918,   3.8891,   0.0998,   1.0450,   0.0076
         9.3944,   3.8858,   0.0969,   1.0356,   0.0076
         9.3970,   3.8866,   0.0996,   1.0443,   0.0132
         9.3996,   3.8883,   0.1034,   1.0323,   0.0081
         9.4023,   3.8840,   0.0998,   1.0392,   0.0050
         9.4049,   3.8865,   0.0998,   1.0368,   0.0110
         9.4075,   3.8823,   0.1020,   1.0401,   0.0081
         9.4101,   3.8896,   0.0979,   1.0496,   0.0065
         9.4128,   3.8816,   0.0997,   1.0410,   0.0099
         9.4154,   3.8876,   0.0981,   1.0381,   0.0085
         9.4180,   3.8881,   0.1000,   1.0411,   0.0114
         9.4206,   3.8869,   0.1028,   1.0403,   0.0111
         9.4232,   3.8928,   0.1008,   1.0445,   0.0086
         9.4259,   3.8839,   0.0977,   1.0359,   0.0088
         9.4285,   3.8847,   0.1011,   1.0416,   0.0064
         9.4311,   3.8888,   0.0988,   1.0421,   0.0072
         9.4337,   3.8883,   0.0961,   1.0418,   0.0044
         9.4364,   3.8857,   0.1053,   1.0437,   0.0113
         9.4390,   3.8889,   0.1014,   1.0386,   0.0144
         9.4416,   3.8896,   0.0927,   1.0426,   0.0058
         9.4443,   3.8883,   0.0967,   1.0353,   0.0078
         9.4469,   3.8877,   0.0988,   1.0367,   0.0070
         9.4495,   3.8926,   0.1037,   1.0498,   0.0100
         9.4521,   3.8924,   0.0945,   1.0423,   0.0132
         9.4548,   3.8928,   0.0916,   1.0483,   0.0121
         9.4574,   3.8869,   0.1063,   1.0445,   0.0060
         9.4600,   3.8880,   0.1010,   1.0475,   0.0146
         9.4626,   3.8935,   0.1048,   1.0435,   0.0032
         9.4652,   3.8922,   0.1015,   1.0435,   0.0122
         9.4679,   3.8850,   0.1013,   1.0433,   0.0127
         9.4705,   3.8938,   0.1028,   1.0366,   0.0171
         9.4731,   3.8889,   0.1007,   1.0442,  -0.0038
         9.4757,   3.8895,   0.0993,   1.0393,   0.0079
         9.4784,   3.8845,   0.1023,   1.0400,   0.0079
         9.4810,   3.8982,   0.1040,   1.0406,   0.0065
         9.4836,   3.8876,   0.1015,   1.0404,   0.0072
         9.4863,   3.8954,   0.1015,   1.0440,   0.0096
         9.4889,   3.8891,   0.1042,   1.0369,   0.0120
         9.4915,   3.8958,   0.1052,   1.0433,   0.0095
         9.4941,   3.8892,   0.1032,   1.0426,   0.0177
         9.4968,   3.8945,   0.1065,   1.0343,   0.0088
         9.4994,   3.8956,   0.1005,   1.0337,   0.0051
         9.5020,   3.8869,   0.0916,   1.0368,   0.0116
         9.5046,   3.8846,   0.1056,   1.0328,   0.0085
         9.5073,   3.8913,   0.0975,   1.0397,   0.0049
         9.5099,   3.8896,   0.1000,   1.0452,   0.0100
         9.5125,   3.8876,   0.1032,   1.0382,   0.0152
         9.5151,   3.8911,   0.0947,   1.0452,   0.0095
         9.5177,   3.8940,   0.1029,   1.0380,   0.0185
         9.5204,   3.8865,   0.1015,   1.0394,   0.0125
         9.5230,   3.8863,   0.1098,   1.0296,   0.0124
         9.5256,   3.8899,   0.1065,   1.0382,   0.0063
         9.5282,   3.8931,   0.1015,   1.0343,   0.0092
         9.5309,   3.8875,   0.0996,   1.0459,   0.0095
         9.5335,   3.8911,   0.1009,   1.0368,   0.0164
         9.5361,   3.8898,   0.0986,   1.0441,   0.0168
         9.5388,   3.8862,   0.1082,   1.0337,   0.0031
         9.5414,   3.8892,   0.1006,   1.0371,   0.0178
         9.5440,   3.8845,   0.0989,   1.0465,   0.0133
         9.5466,   3.8880,   0.1014,   1.0398,   0.0130
         9.5493,   3.8889,   0.1027,   1.0367,   0.0078
         9.5519,   3.8871,   0.1050,   1.0413,   0.0109
         9.5545,   3.8871,   0.0983,   1.0306,   0.0122
         9.5571,   3.8810,   0.1028,   1.0490,   0.0088
         9.5597,   3.8879,   0.1100,   1.0405,   0.0022
         9.5624,   3.8860,   0.1034,   1.0357,   0.0032
         9.5650,   3.8847,   0.1006,   1.0413,   0.0068
         9.5676,   3.8841,   0.0957,   1.0441,   0.0091
         9.5702,   3.8841,   0.0934,   1.0422,   0.0088
         9.5729,   3.8874,   0.0929,   1.0368,   0.0090
         9.5755,   3.8900,   0.1048,   1.0470,   0.0060
         9.5781,   3.8852,   0.1072,   1.0351,   0.0086
         9.5808,   3.8930,   0.0963,   1.0392,   0.0004
         9.5834,   3.8888,   0.0904,   1.0378,   0.0009
         9.5860,   3.8837,   0.0939,   1.0317,   0.0010
         9.5886,   3.8881,   0.0913,   1.0408,  -0.0003
         9.5913,   3.8870,   0.0992,   1.0436,   0.0100
         9.5939,   3.8843,   0.1025,   1.0400,   0.0094
         9.5965,   3.8844,   0.1010,   1.0350,   0.0054
         9.5991,   3.8925,   0.1064,   1.0320,   0.0084
         9.6017,   3.8847,   0.0996,   1.0341,   0.0065
         9.6044,   3.8840,   0.1036,   1.0386,   0.0077
         9.6070,   3.8875,   0.1070,   1.0366,   0.0083
         9.6096,   3.8907,   0.1044,   1.0408,   0.0132
         9.6122,   3.8857,   0.1044,   1.0346,   0.0069
         9.6149,   3.8924,   0.0998,   1.0418,   0.0097
         9.6175,   3.8965,   0.1028,   1.0388,   0.0119
         9.6201,   3.8865,   0.1040,   1.0408,   0.0051
         9.6227,   3.8926,   0.1025,   1.0394,   0.0088
         9.6254,   3.8892,   0.1020,   1.0426,   0.0084
         9.6280,   3.8928,   0.0989,   1.0376,   0.0101
         9.6306,   3.8871,   0.0993,   1.0444,   0.0087
         9.6333,   3.8893,   0.1014,   1.0397,   0.0092
         9.6359,   3.8913,   0.0980,   1.0380,   0.0156
         9.6385,   3.8897,   0.0985,   1.0415,   0.0119
         9.6411,   3.8916,   0.1014,   1.0390,   0.0099
         9.6438,   3.8878,   0.1010,   1.0398,   0.0105
         9.6464,   3.8900,   0.0970,   1.0396,   0.0137
         9.6490,   3.8817,   0.0945,   1.0445,   0.0232
         9.6516,   3.8951,   0.1026,   1.0447,   0.0214
         9.6542,   3.8897,   0.1075,   1.0401,   0.0106
         9.6569,   3.8938,   0.1027,   1.0449,   0.0106
         9.6595,   3.8864,   0.1026,   1.0465,   0.0101
         9.6621,   3.8840,   0.0947,   1.0392,   0.0016
         9.6647,   3.8925,   0.1000,   1.0386,   0.0057
         9.6674,   3.8913,   0.0985,   1.0379,   0.0044
         9.6700,   3.8800,   0.0936,   1.0310,   0.0116
         9.6726,   3.8945,   0.1046,   1.0428,   0.0160
         9.6753,   3.8862,   0.1045,   1.0364,   0.0125
         9.6779,   3.8944,   0.1136,   1.0388,   0.0136
         9.6805,   3.8827,   0.1061,   1.0427,   0.0078
         9.6831,   3.8808,   0.1049,   1.0419,   0.0091
         9.6858,   3.8790,   0.1037,   1.0360,   0.0025
         9.6884,   3.8920,   0.1073,   1.0400,   0.0208
         9.6910,   3.8824,   0.0996,   1.0375,   0.0117
         9.6936,   3.8802,   0.1044,   1.0367,   0.0051
         9.6962,   3.8815,   0.1054,   1.0416,   0.0113
         9.6989,   3.8754,   0.1031,   1.0432,  -0.0003
         9.7015,   3.8878,   0.1059,   1.0336,   0.0052
         9.7041,   3.8826,   0.1031,   1.0412,   0.0075
         9.7067,   3.8828,   0.1067,   1.0386,   0.0056
         9.7094,   3.8799,   0.1020,   1.0397,   0.0068
         9.7120,   3.8821,   0.1032,   1.0439,   0.0053
         9.7146,   3.8842,   0.1024,   1.0406,   0.0011
         9.7172,   3.8812,   0.1051,   1.0410,   0.0075
         9.7199,   3.8846,   0.1001,   1.0368,   0.0122
         9.7225,   3.8868,   0.1021,   1.0409,   0.0043
         9.7251,   3.8901,   0.0989,   1.0403,   0.0072
         9.7278,   3.8799,   0.1037,   1.0385,   0.0056
         9.7304,   3.8877,   0.1035,   1.0480,   0.0066
         9.7330,   3.8856,   0.0990,   1.0387,   0.0003
         9.7356,   3.8841,   0.0996,   1.0482,   0.0039
         9.7383,   3.8848,   0.1026,   1.0449,   0.0067
         9.7409,   3.8821,   0.1011,   1.0473,   0.0115
         9.7435,   3.8785,   0.1016,   1.0420,   0.0075
         9.7461,   3.8849,   0.0998,   1.0442,   0.0112
         9.7487,   3.8878,   0.1018,   1.0412,   0.0076
         9.7514,   3.8809,   0.1010,   1.0380,   0.0074
         9.7540,   3.8907,   0.1018,   1.0451,   0.0142
         9.7566,   3.8884,   0.1038,   1.0428,   0.0060
         9.7592,   3.8899,   0.0960,   1.0432,   0.0036
         9.7619,   3.8937,   0.1032,   1.0445,   0.0129
         9.7645,   3.8894,   0.1096,   1.0414,   0.0127
         9.7671,   3.8881,   0.0943,   1.0447,   0.0042
         9.7698,   3.8972,   0.1018,   1.0420,   0.0117
         9.7724,   3.8900,   0.1029,   1.0426,   0.0074
         9.7750,   3.8910,   0.0971,   1.0473,   0.0086
         9.7776,   3.8905,   0.0965,   1.0463,   0.0071
         9.7803,   3.8950,   0.0992,   1.0427,   0.0154
         9.7829,   3.8913,   0.1008,   1.0354,   0.0123
         9.7855,   3.8905,   0.1001,   1.0450,   0.0104
         9.7881,   3.8889,   0.1030,   1.0412,   0.0110
         9.7907,   3.8902,   0.0997,   1.0472,   0.0048
         9.7934,   3.8941,   0.1023,   1.0381,   0.0078
         9.7960,   3.8893,   0.1040,   1.0465,   0.0107
         9.7986,   3.8976,   0.1016,   1.0370,   0.0063
         9.8012,   3.8909,   0.0999,   1.0463,   0.0126
         9.8039,   3.8927,   0.0998,   1.0379,   0.0105
         9.8065,   3.8923,   0.0993,   1.0407,   0.0133
         9.8091,   3.8888,   0.1037,   1.0365,   0.0153
         9.8118,   3.8892,   0.1020,   1.0403,   0.0116
         9.8144,   3.8911,   0.0996,   1.0355,   0.0099
         9.8170,   3.8969,   0.1044,   1.0406,   0.0097
         9.8196,   3.8878,   0.1071,   1.0348,   0.0169
         9.8223,   3.8830,   0.1031,   1.0405,   0.0163
         9.8249,   3.8806,   0.0966,   1.0332,   0.0019
         9.8275,   3.8849,   0.1047,   1.0313,   0.0085
         9.8301,   3.8933,   0.1057,   1.0388,   0.0060
         9.8328,   3.8840,   0.1137,   1.0370,   0.0136
         9.8354,   3.8889,   0.1062,   1.0394,   0.0083
         9.8380,   3.8899,   0.1084,   1.0401,   0.0145
         9.8406,   3.8895,   0.0951,   1.0434,   0.0076
         9.8432,   3.8944,   0.1072,   1.0445,   0.0113
         9.8459,   3.8878,   0.1075,   1.0417,   0.0085
         9.8485,   3.8879,   0.1057,   1.0467,   0.0085
         9.8511,   3.8821,   0.1048,   1.0409,   0.0027
         9.8537,   3.8860,   0.1093,   1.0336,   0.0131
         9.8564,   3.8867,   0.1024,   1.0397,   0.0044
         9.8590,   3.8904,   0.1136,   1.0297,   0.0121
         9.8616,   3.8826,   0.1010,   1.0405,   0.0084
         9.8643,   3.8857,   0.1033,   1.0393,  -0.0009
         9.8669,   3.8883,   0.1019,   1.0446,   0.0087
         9.8695,   3.8825,   0.0987,   1.0420,   0.0076
         9.8721,   3.8809,   0.1069,   1.0409,   0.0090
         9.8748,   3.8845,   0.1028,   1.0398,   0.0022
         9.8774,   3.8861,   0.1035,   1.0439,   0.0040
         9.8800,   3.8847,   0.0994,   1.0412,   0.0092
         9.8826,   3.8888,   0.1014,   1.0426,   0.0073
         9.8852,   3.8889,   0.1028,   1.0429,   0.0052
         9.8879,   3.8871,   0.1032,   1.0383,   0.0075
         9.8905,   3.8874,   0.1012,   1.0442,   0.0098
         9.8931,   3.8904,   0.1018,   1.0441,   0.0117
         9.8957,   3.8898,   0.1011,   1.0429,   0.0115
         9.8984,   3.8913,   0.1003,   1.0399,   0.0089
         9.9010,   3.8922,   0.1011,   1.0441,   0.0109
         9.9036,   3.8881,   0.1011,   1.0405,   0.0147
         9.9063,   3.8961,   0.0989,   1.0442,   0.0090
         9.9089,   3.8882,   0.0996,   1.0394,   0.0126
         9.9115,   3.8914,   0.1013,   1.0416,   0.0091
         9.9141,   3.8907,   0.1010,   1.0415,   0.0101
         9.9168,   3.8889,   0.0975,   1.0374,   0.0121
         9.9194,   3.8863,   0.1002,   1.0363,   0.0137
         9.9220,   3.8964,   0.0968,   1.0439,   0.0037
         9.9246,   3.8941,   0.1054,   1.0470,   0.0161
         9.9273,   3.8944,   0.1011,   1.0430,   0.0080
         9.9299,   3.8894,   0.0988,   1.0367,   0.0070
         9.9325,   3.8958,   0.0995,   1.0484,   0.0057
         9.9351,   3.8898,   0.0985,   1.0410,   0.0072
         9.9377,   3.8900,   0.1035,   1.0377,   0.0153
         9.9404,   3.8892,   0.1036,   1.0376,   0.0160
         9.9430,   3.8888,   0.1031,   1.0371,   0.0170
         9.9456,   3.8911,   0.1057,   1.0426,   0.0153
         9.9482,   3.8896,   0.1048,   1.0377,   0.0159
         9.9509,   3.8922,   0.1008,   1.0441,   0.0124
         9.9535,   3.8891,   0.0996,   1.0339,   0.0125
         9.9561,   3.8903,   0.1057,   1.0376,   0.0120
         9.9588,   3.8902,   0.1063,   1.0384,   0.0096
         9.9614,   3.8913,   0.1033,   1.0404,   0.0108
         9.9640,   3.8894,   0.1026,   1.0410,   0.0079
         9.9666,   3.8886,   0.1047,   1.0401,   0.0102
         9.9693,   3.8884,   0.1058,   1.0392,   0.0106
         9.9719,   3.8867,   0.0984,   1.0388,   0.0013
         9.9745,   3.8890,   0.1051,   1.0390,   0.0101
         9.9771,   3.8861,   0.1026,   1.0348,   0.0090
         9.9797,   3.8871,   0.1076,   1.0392,   0.0128
         9.9824,   3.8896,   0.1086,   1.0432,   0.0118
         9.9850,   3.8890,   0.1066,   1.0418,   0.0096
         9.9876,   3.8873,   0.1044,   1.0415,   0.0114
         9.9902,   3.8891,   0.1080,   1.0428,   0.0144
         9.9929,   3.8818,   0.1084,   1.0368,   0.0143
         9.9955,   3.8844,   0.1026,   1.0378,   0.0060
         9.9981,   3.8849,   0.1004,   1.0365,   0.0036
        10.0008,   3.8897,   0.1007,   1.0437,   0.0047
        10.0034,   3.8860,   0.1080,   1.0430,   0.0127
        10.0060,   3.8854,   0.1069,   1.0410,   0.0122
        10.0086,   3.8898,   0.1013,   1.0461,   0.0073
        10.0113,   3.8993,   0.1068,   1.0549,   0.0118
        10.0139,   3.8859,   0.0981,   1.0396,   0.0019
        10.0165,   3.8847,   0.1034,   1.0385,   0.0091
        10.0191,   3.8894,   0.0961,   1.0434,  -0.0004
        10.0218,   3.8877,   0.0985,   1.0410,   0.0030
        10.0244,   3.8894,   0.1028,   1.0432,   0.0107
        10.0270,   3.8824,   0.0958,   1.0371,   0.0025
        10.0296,   3.8865,   0.1055,   1.0397,   0.0107
        10.0322,   3.8854,   0.1016,   1.0361,   0.0086
        10.0349,   3.8868,   0.1049,   1.0380,   0.0116
        10.0375,   3.8878,   0.1054,   1.0400,   0.0104
        10.0401,   3.8876,   0.1008,   1.0409,   0.0078
        10.0428,   3.8900,   0.0971,   1.0415,   0.0036
        10.0454,   3.8887,   0.1035,   1.0417,   0.0116
        10.0480,   3.8895,   0.1046,   1.0435,   0.0130
        10.0506,   3.8909,   0.1025,   1.0453,   0.0065
        10.0533,   3.8838,   0.1037,   1.0355,   0.0098
        10.0559,   3.8883,   0.1032,   1.0390,   0.0103
        10.0585,   3.8882,   0.1029,   1.0387,   0.0066
        10.0611,   3.8925,   0.1051,   1.0448,   0.0129
        10.0638,   3.8930,   0.1035,   1.0475,   0.0124
        10.0664,   3.8880,   0.0999,   1.0410,   0.0069
        10.0690,   3.8922,   0.1023,   1.0467,   0.0079
        10.0716,   3.8905,   0.1009,   1.0441,   0.0109
        10.0742,   3.8926,   0.1039,   1.0439,   0.0095
        10.0769,   3.8867,   0.1043,   1.0355,   0.0109
        10.0795,   3.8929,   0.1072,   1.0487,   0.0108
        10.0821,   3.8907,   0.0997,   1.0421,   0.0022
        10.0848,   3.8880,   0.1078,   1.0391,   0.0184
        10.0874,   3.8915,   0.1047,   1.0403,   0.0118
        10.0900,   3.8865,   0.1061,   1.0391,   0.0098
        10.0926,   3.8911,   0.0995,   1.0470,   0.0045
        10.0953,   3.8923,   0.1024,   1.0448,   0.0050
        10.0979,   3.8855,   0.1027,   1.0389,   0.0093
        10.1005,   3.8909,   0.1041,   1.0432,   0.0101
        10.1031,   3.8956,   0.1050,   1.0480,   0.0146
        10.1058,   3.8893,   0.0989,   1.0444,   0.0062
        10.1084,   3.8919,   0.1064,   1.0466,   0.0119
        10.1110,   3.8865,   0.1028,   1.0404,   0.0094
        10.1136,   3.8883,   0.1059,   1.0448,   0.0100
        10.1163,   3.8899,   0.1032,   1.0431,   0.0080
        10.1189,   3.8868,   0.1040,   1.0417,   0.0053
        10.1215,   3.8873,   0.1044,   1.0434,   0.0125
        10.1241,   3.8900,   0.1031,   1.0453,   0.0104
        10.1267,   3.8902,   0.1061,   1.0398,   0.0137
        10.1294,   3.8887,   0.1016,   1.0425,   0.0102
        10.1320,   3.8892,   0.1026,   1.0366,   0.0102
        10.1346,   3.8910,   0.1046,   1.0434,   0.0104
        10.1373,   3.8889,   0.1080,   1.0409,   0.0131
        10.1399,   3.8899,   0.1053,   1.0444,   0.0115
        10.1425,   3.8877,   0.1040,   1.0440,   0.0085
        10.1451,   3.8922,   0.1053,   1.0506,   0.0144
        10.1478,   3.8889,   0.0958,   1.0388,   0.0031
        10.1504,   3.8877,   0.1042,   1.0416,   0.0073
        10.1530,   3.8863,   0.0989,   1.0333,   0.0062
        10.1556,   3.8854,   0.1053,   1.0392,   0.0126
        10.1583,   3.8935,   0.1012,   1.0423,   0.0090
        10.1609,   3.8908,   0.1044,   1.0449,   0.0094
        10.1635,   3.8904,   0.1043,   1.0417,   0.0109
        10.1661,   3.8872,   0.0972,   1.0343,   0.0038
        10.1687,   3.8827,   0.1024,   1.0332,   0.0026
        10.1714,   3.8941,   0.1013,   1.0437,   0.0085
        10.1740,   3.8946,   0.1009,   1.0460,   0.0028
        10.1766,   3.8875,   0.1039,   1.0407,   0.0140
        10.1793,   3.8976,   0.1004,   1.0484,   0.0058
        10.1819,   3.8973,   0.1019,   1.0470,   0.0083
        10.1845,   3.8917,   0.1021,   1.0395,   0.0031
        10.1871,   3.8910,   0.0995,   1.0427,   0.0109
        10.1898,   3.8886,   0.1012,   1.0392,   0.0087
        10.1924,   3.8917,   0.1023,   1.0436,   0.0051
        10.1950,   3.8920,   0.0968,   1.0410,   0.0053
        10.1976,   3.8899,   0.1017,   1.0417,   0.0086
        10.2003,   3.8919,   0.1120,   1.0414,   0.0126
        10.2029,   3.8918,   0.0978,   1.0426,   0.0000
        10.2055,   3.8912,   0.0982,   1.0393,   0.0064
        10.2081,   3.8887,   0.1019,   1.0421,   0.0057
        10.2108,   3.8897,   0.1052,   1.0380,   0.0058
        10.2134,   3.8894,   0.1030,   1.0430,   0.0062
        10.2160,   3.8904,   0.1075,   1.0417,   0.0164
        10.2186,   3.8836,   0.0993,   1.0405,   0.0104
        10.2213,   3.8979,   0.1049,   1.0464,   0.0094
        10.2239,   3.8889,   0.1118,   1.0444,   0.0122
        10.2265,   3.8844,   0.1076,   1.0380,   0.0084
        10.2291,   3.8990,   0.0983,   1.0483,   0.0060
        10.2318,   3.8948,   0.1070,   1.0400,   0.0047
        10.2344,   3.8905,   0.1052,   1.0418,   0.0139
        10.2370,   3.8908,   0.1094,   1.0449,   0.0082
        10.2396,   3.8863,   0.1051,   1.0394,   0.0013
        10.2423,   3.8876,   0.1036,   1.0457,   0.0109
        10.2449,   3.8976,   0.1081,   1.0408,   0.0108
        10.2475,   3.8912,   0.1047,   1.0424,   0.0127
        10.2501,   3.8914,   0.1013,   1.0469,   0.0055
        10.2528,   3.8908,   0.1034,   1.0445,   0.0057
        10.2554,   3.8924,   0.1038,   1.0419,   0.0136
        10.2580,   3.8946,   0.1127,   1.0440,   0.0188
        10.2606,   3.8901,   0.1043,   1.0420,   0.0073
        10.2632,   3.8917,   0.1131,   1.0389,   0.0128
        10.2659,   3.8887,   0.1026,   1.0354,   0.0012
        10.2685,   3.8851,   0.1065,   1.0414,   0.0059
        10.2711,   3.8871,   0.1087,   1.0415,   0.0053
        10.2738,   3.8925,   0.1002,   1.0444,   0.0091
        10.2764,   3.8900,   0.1034,   1.0431,   0.0099
        10.2790,   3.8882,   0.1020,   1.0403,   0.0081
        10.2816,   3.8898,   0.1059,   1.0389,   0.0133
        10.2843,   3.8931,   0.1056,   1.0463,   0.0116
        10.2869,   3.8943,   0.1034,   1.0406,   0.0090
        10.2895,   3.8915,   0.1030,   1.0419,   0.0087
        10.2921,   3.8873,   0.1007,   1.0400,   0.0174
        10.2948,   3.8871,   0.1016,   1.0431,   0.0159
        10.2974,   3.8879,   0.1019,   1.0425,   0.0118
        10.3000,   3.8873,   0.0980,   1.0450,   0.0111
        10.3026,   3.8918,   0.1083,   1.0416,   0.0084
        10.3052,   3.8922,   0.1033,   1.0455,   0.0126
        10.3079,   3.8868,   0.1029,   1.0390,   0.0127
        10.3105,   3.8881,   0.1091,   1.0412,   0.0132
        10.3131,   3.8906,   0.1119,   1.0420,   0.0083
        10.3158,   3.8835,   0.0967,   1.0469,   0.0106
        10.3184,   3.8923,   0.0937,   1.0399,   0.0057
        10.3210,   3.8954,   0.1039,   1.0391,   0.0131
        10.3236,   3.8904,   0.1003,   1.0444,   0.0138
        10.3263,   3.8899,   0.1063,   1.0415,   0.0105
        10.3289,   3.8939,   0.1024,   1.0427,   0.0029
        10.3315,   3.8884,   0.1034,   1.0444,   0.0110
        10.3341,   3.8959,   0.1167,   1.0341,   0.0170
        10.3368,   3.8902,   0.1056,   1.0425,   0.0074
        10.3394,   3.8945,   0.1010,   1.0398,   0.0132
        10.3420,   3.8963,   0.1037,   1.0354,   0.0166
        10.3446,   3.8925,   0.1028,   1.0459,   0.0162
        10.3473,   3.8944,   0.1034,   1.0414,   0.0108
        10.3499,   3.8893,   0.1088,   1.0375,   0.0119
        10.3525,   3.8889,   0.1088,   1.0404,   0.0061
        10.3551,   3.8937,   0.1120,   1.0301,   0.0044
        10.3577,   3.8888,   0.1060,   1.0450,   0.0127
        10.3604,   3.8877,   0.1094,   1.0439,   0.0053
        10.3630,   3.8871,   0.1035,   1.0450,   0.0126
        10.3656,   3.8869,   0.1050,   1.0429,   0.0174
        10.3683,   3.8821,   0.1071,   1.0458,   0.0101
        10.3709,   3.8882,   0.1040,   1.0436,   0.0157
        10.3735,   3.8888,   0.0996,   1.0383,   0.0079
        10.3761,   3.8867,   0.1026,   1.0456,   0.0108
        10.3788,   3.8818,   0.1054,   1.0494,   0.0061
        10.3814,   3.8913,   0.1126,   1.0491,   0.0114
        10.3840,   3.8843,   0.1010,   1.0448,   0.0103
        10.3866,   3.8927,   0.1018,   1.0447,   0.0079
        10.3893,   3.8901,   0.1114,   1.0412,   0.0100
        10.3919,   3.8832,   0.1084,   1.0467,   0.0150
        10.3945,   3.8989,   0.1056,   1.0442,   0.0139
        10.3971,   3.8882,   0.0996,   1.0425,   0.0012
        10.3997,   3.8843,   0.1084,   1.0440,   0.0142
        10.4024,   3.8900,   0.1156,   1.0457,   0.0145
        10.4050,   3.8855,   0.1010,   1.0481,   0.0118
        10.4076,   3.8890,   0.1080,   1.0430,   0.0128
        10.4103,   3.8938,   0.0894,   1.0501,   0.0054
        10.4129,   3.8889,   0.1011,   1.0448,   0.0093
        10.4155,   3.8827,   0.0994,   1.0444,   0.0048
        10.4181,   3.8787,   0.1052,   1.0432,   0.0087
        10.4208,   3.8908,   0.0999,   1.0456,   0.0108
        10.4234,   3.8900,   0.1080,   1.0442,   0.0114
        10.4260,   3.8859,   0.1124,   1.0413,   0.0108
        10.4286,   3.8876,   0.0976,   1.0486,   0.0087
        10.4313,   3.8909,   0.1017,   1.0470,   0.0056
        10.4339,   3.8915,   0.1053,   1.0427,   0.0117
        10.4365,   3.8952,   0.1030,   1.0399,   0.0143
        10.4391,   3.8897,   0.1040,   1.0436,   0.0071
        10.4418,   3.8923,   0.1008,   1.0428,   0.0122
        10.4444,   3.8961,   0.1043,   1.0370,   0.0120
        10.4470,   3.8890,   0.1007,   1.0453,   0.0149
        10.4496,   3.8893,   0.1054,   1.0458,   0.0091
        10.4522,   3.8986,   0.1013,   1.0404,   0.0118
        10.4549,   3.8898,   0.1022,   1.0410,   0.0102
        10.4575,   3.8954,   0.1059,   1.0444,   0.0119
        10.4601,   3.8903,   0.1059,   1.0446,   0.0109
        10.4628,   3.8945,   0.1071,   1.0410,   0.0043
        10.4654,   3.8942,   0.1056,   1.0417,   0.0108
        10.4680,   3.8914,   0.1018,   1.0452,   0.0142
        10.4706,   3.8888,   0.1085,   1.0430,   0.0129
        10.4733,   3.8872,   0.1043,   1.0445,   0.0135
        10.4759,   3.8943,   0.1001,   1.0440,   0.0078
        10.4785,   3.8918,   0.1045,   1.0438,   0.0082
        10.4811,   3.8831,   0.1010,   1.0437,   0.0071
        10.4838,   3.8862,   0.1026,   1.0430,   0.0118
        10.4864,   3.8744,   0.1093,   1.0393,   0.0124
        10.4890,   3.8857,   0.1032,   1.0481,   0.0100
        10.4916,   3.8879,   0.1042,   1.0434,   0.0140
        10.4942,   3.8891,   0.1027,   1.0501,   0.0137
        10.4969,   3.8877,   0.1133,   1.0397,   0.0213
        10.4995,   3.8926,   0.1070,   1.0431,   0.0133
        10.5021,   3.8923,   0.1100,   1.0544,   0.0099
        10.5048,   3.8896,   0.1165,   1.0489,   0.0066
        10.5074,   3.8838,   0.1106,   1.0460,   0.0048
        10.5100,   3.8979,   0.1150,   1.0469,   0.0119
        10.5126,   3.8919,   0.1107,   1.0468,   0.0089
        10.5153,   3.8881,   0.1195,   1.0460,   0.0083
        10.5179,   3.8916,   0.1105,   1.0494,   0.0055
        10.5205,   3.8899,   0.1117,   1.0483,   0.0042
        10.5231,   3.8867,   0.1108,   1.0438,   0.0034
        10.5258,   3.8884,   0.1096,   1.0498,   0.0060
        10.5284,   3.8862,   0.1158,   1.0526,   0.0050
        10.5310,   3.8898,   0.1143,   1.0472,   0.0090
        10.5336,   3.8936,   0.1106,   1.0428,   0.0113
        10.5363,   3.8974,   0.1080,   1.0496,   0.0061
        10.5389,   3.8896,   0.1087,   1.0494,   0.0079
        10.5415,   3.8883,   0.1090,   1.0470,   0.0082
        10.5441,   3.8911,   0.1134,   1.0484,   0.0069
        10.5467,   3.8916,   0.1100,   1.0513,   0.0118
        10.5494,   3.8912,   0.1131,   1.0560,   0.0049
        10.5520,   3.8862,   0.1056,   1.0499,   0.0089
        10.5546,   3.8969,   0.1047,   1.0519,   0.0050
        10.5573,   3.8956,   0.1059,   1.0488,   0.0089
        10.5599,   3.8960,   0.1016,   1.0479,   0.0081
        10.5625,   3.8895,   0.1136,   1.0508,   0.0076
        10.5651,   3.8935,   0.1055,   1.0544,   0.0069
        10.5678,   3.8913,   0.1122,   1.0489,   0.0083
        10.5704,   3.8856,   0.1002,   1.0447,   0.0062
        10.5730,   3.8871,   0.1044,   1.0467,   0.0047
