Transmission Line And Free Space Method 15.1.16021801
Agilent Technologies,N5230C,MY49000690,A.09.42.22

Ch 1
Ports:, 1 & 2
Measurement Model:, Reflection/Transmission Mu and Epsilon
Sample Holder Type:, Waveguide
Cutoff Frequency:, 9.487103 GHz
Sample Holder Length:, 6.500000 mm
Distance to Sample:, 0.000000 mm
Sample Thickness:, 2.000000 mm
IFBW:, 300.000000 Hz
Power:, 0.000000 dBm
Date:,"Friday, January 01, 1988 04:04:08"
frequency(GHz),e',e'',u',u''
        13.9435,   4.6682,   0.1562,   0.9941,  -0.0006
        13.9470,   4.6802,   0.1756,   1.0062,   0.0004
        13.9505,   4.6609,   0.1551,   0.9932,   0.0002
        13.9540,   4.6718,   0.1666,   0.9942,   0.0076
        13.9575,   4.6625,   0.1518,   0.9974,  -0.0034
        13.9610,   4.6729,   0.1617,   0.9952,   0.0039
        13.9645,   4.6695,   0.1636,   1.0018,   0.0025
        13.9680,   4.6734,   0.1509,   0.9957,   0.0010
        13.9715,   4.6635,   0.1550,   0.9999,  -0.0027
        13.9750,   4.6699,   0.1648,   1.0047,   0.0016
        13.9785,   4.6757,   0.1662,   0.9964,   0.0002
        13.9820,   4.6691,   0.1620,   1.0012,   0.0056
        13.9855,   4.6689,   0.1590,   0.9973,   0.0003
        13.9890,   4.6625,   0.1655,   1.0062,  -0.0001
        13.9925,   4.6671,   0.1620,   0.9980,   0.0010
        13.9960,   4.6653,   0.1600,   0.9970,   0.0068
        13.9995,   4.6561,   0.1677,   0.9990,   0.0080
        14.0030,   4.6548,   0.1576,   1.0041,  -0.0032
        14.0065,   4.6573,   0.1728,   1.0031,  -0.0000
        14.0100,   4.6576,   0.1523,   0.9926,   0.0045
        14.0135,   4.6543,   0.1680,   0.9944,   0.0052
        14.0170,   4.6656,   0.1664,   1.0014,  -0.0051
        14.0205,   4.6627,   0.1554,   0.9958,   0.0057
        14.0240,   4.6855,   0.1830,   1.0082,   0.0001
        14.0275,   4.6804,   0.1544,   0.9975,   0.0010
        14.0310,   4.7032,   0.1593,   1.0025,  -0.0081
        14.0345,   4.6435,   0.1768,   0.9950,  -0.0022
        14.0380,   4.6871,   0.1868,   1.0035,  -0.0010
        14.0415,   4.6678,   0.1657,   0.9946,  -0.0013
        14.0450,   4.6496,   0.1538,   0.9911,  -0.0038
        14.0485,   4.6527,   0.1815,   0.9978,   0.0038
        14.0520,   4.6759,   0.1631,   1.0010,   0.0026
        14.0555,   4.6574,   0.1672,   0.9959,  -0.0001
        14.0590,   4.6804,   0.1679,   1.0046,   0.0045
        14.0625,   4.6555,   0.1610,   0.9938,  -0.0010
        14.0660,   4.6549,   0.1709,   1.0001,   0.0026
        14.0695,   4.6632,   0.1678,   1.0014,  -0.0013
        14.0730,   4.6670,   0.1578,   0.9995,   0.0020
        14.0765,   4.6632,   0.1695,   0.9998,   0.0045
        14.0800,   4.6764,   0.1619,   0.9942,   0.0052
        14.0835,   4.6660,   0.1746,   0.9970,   0.0001
        14.0870,   4.6662,   0.1637,   0.9986,   0.0044
        14.0905,   4.6648,   0.1593,   0.9973,   0.0008
        14.0940,   4.6637,   0.1592,   0.9954,   0.0020
        14.0975,   4.6604,   0.1506,   0.9996,   0.0035
        14.1010,   4.6658,   0.1672,   0.9977,   0.0053
        14.1045,   4.6556,   0.1683,   1.0018,   0.0063
        14.1080,   4.6589,   0.1650,   0.9985,   0.0073
        14.1115,   4.6708,   0.1465,   0.9970,  -0.0048
        14.1150,   4.6602,   0.1641,   0.9961,   0.0034
        14.1185,   4.6669,   0.1689,   0.9988,   0.0135
        14.1220,   4.6496,   0.1765,   0.9949,   0.0057
        14.1255,   4.6616,   0.1542,   0.9892,   0.0010
        14.1290,   4.6678,   0.1608,   1.0026,   0.0043
        14.1325,   4.6600,   0.1632,   1.0040,  -0.0002
        14.1360,   4.6620,   0.1465,   0.9997,   0.0002
        14.1395,   4.6483,   0.1664,   0.9870,   0.0067
        14.1430,   4.6716,   0.1586,   0.9988,  -0.0012
        14.1465,   4.6587,   0.1501,   0.9976,   0.0044
        14.1500,   4.6710,   0.1605,   0.9971,  -0.0005
        14.1535,   4.6577,   0.1630,   0.9949,  -0.0018
        14.1570,   4.6615,   0.1574,   0.9960,  -0.0013
        14.1605,   4.6605,   0.1692,   0.9998,   0.0022
        14.1640,   4.6554,   0.1673,   0.9999,   0.0051
        14.1675,   4.6567,   0.1654,   0.9979,   0.0063
        14.1710,   4.6586,   0.1720,   1.0022,   0.0037
        14.1745,   4.6718,   0.1603,   0.9950,  -0.0035
        14.1780,   4.6597,   0.1609,   0.9934,  -0.0027
        14.1815,   4.6624,   0.1623,   0.9984,  -0.0007
        14.1850,   4.6639,   0.1723,   1.0012,   0.0047
        14.1885,   4.6609,   0.1590,   0.9942,   0.0005
        14.1920,   4.6667,   0.1552,   1.0010,  -0.0045
        14.1955,   4.6655,   0.1447,   0.9997,  -0.0044
        14.1990,   4.6691,   0.1673,   0.9983,  -0.0001
        14.2025,   4.6646,   0.1541,   0.9991,   0.0010
        14.2060,   4.6723,   0.1740,   1.0064,  -0.0003
        14.2095,   4.6528,   0.1590,   0.9926,  -0.0004
        14.2130,   4.6625,   0.1484,   1.0000,  -0.0013
        14.2165,   4.6483,   0.1562,   0.9950,   0.0053
        14.2200,   4.6643,   0.1576,   0.9966,   0.0042
        14.2235,   4.6461,   0.1535,   0.9955,  -0.0006
        14.2270,   4.6576,   0.1470,   0.9950,   0.0015
        14.2305,   4.6593,   0.1486,   0.9990,  -0.0054
        14.2340,   4.6635,   0.1612,   0.9982,   0.0116
        14.2375,   4.6578,   0.1503,   0.9980,   0.0014
        14.2410,   4.6542,   0.1551,   0.9940,  -0.0047
        14.2445,   4.6632,   0.1535,   0.9976,  -0.0033
        14.2480,   4.6594,   0.1507,   0.9969,  -0.0038
        14.2515,   4.6622,   0.1517,   0.9945,  -0.0021
        14.2550,   4.6640,   0.1498,   0.9955,  -0.0020
        14.2585,   4.6630,   0.1546,   0.9998,  -0.0040
        14.2620,   4.6590,   0.1516,   0.9947,  -0.0010
        14.2655,   4.6636,   0.1527,   0.9946,  -0.0049
        14.2690,   4.6560,   0.1525,   0.9952,   0.0033
        14.2725,   4.6586,   0.1680,   0.9993,   0.0039
        14.2760,   4.6712,   0.1592,   1.0026,   0.0008
        14.2795,   4.6687,   0.1584,   0.9943,   0.0027
        14.2830,   4.6449,   0.1500,   0.9888,  -0.0001
        14.2865,   4.6637,   0.1478,   0.9947,  -0.0036
        14.2900,   4.6597,   0.1433,   0.9963,  -0.0026
        14.2935,   4.6602,   0.1495,   0.9968,  -0.0053
        14.2970,   4.6538,   0.1540,   0.9977,   0.0003
        14.3005,   4.6478,   0.1621,   0.9907,   0.0012
        14.3040,   4.6530,   0.1666,   0.9926,   0.0017
        14.3075,   4.6480,   0.1492,   0.9906,  -0.0077
        14.3110,   4.6649,   0.1679,   1.0010,   0.0124
        14.3145,   4.6533,   0.1580,   0.9911,  -0.0014
        14.3180,   4.6573,   0.1449,   0.9985,  -0.0034
        14.3215,   4.6715,   0.1603,   1.0027,   0.0044
        14.3250,   4.6582,   0.1571,   0.9961,   0.0063
        14.3285,   4.6527,   0.1611,   0.9965,   0.0023
        14.3320,   4.6625,   0.1570,   1.0005,  -0.0026
        14.3355,   4.6578,   0.1586,   0.9927,   0.0056
        14.3390,   4.6646,   0.1526,   0.9959,   0.0012
        14.3425,   4.6575,   0.1512,   0.9978,  -0.0034
        14.3460,   4.6585,   0.1587,   0.9972,   0.0019
        14.3495,   4.6647,   0.1474,   0.9992,  -0.0047
        14.3530,   4.6573,   0.1573,   0.9955,   0.0023
        14.3565,   4.6652,   0.1606,   1.0016,   0.0055
        14.3600,   4.6648,   0.1562,   0.9980,   0.0027
        14.3635,   4.6637,   0.1484,   0.9980,   0.0000
        14.3670,   4.6614,   0.1530,   0.9975,  -0.0034
        14.3705,   4.6630,   0.1530,   1.0011,   0.0014
        14.3740,   4.6652,   0.1492,   0.9956,   0.0004
        14.3775,   4.6677,   0.1614,   1.0016,   0.0063
        14.3810,   4.6604,   0.1542,   0.9980,   0.0023
        14.3845,   4.6669,   0.1530,   0.9996,   0.0003
        14.3880,   4.6555,   0.1555,   0.9929,   0.0027
        14.3915,   4.6617,   0.1637,   0.9979,   0.0066
        14.3950,   4.6546,   0.1565,   0.9943,   0.0011
        14.3985,   4.6583,   0.1532,   0.9972,  -0.0004
        14.4020,   4.6558,   0.1496,   0.9954,  -0.0004
        14.4055,   4.6556,   0.1570,   0.9943,   0.0012
        14.4090,   4.6666,   0.1547,   1.0003,   0.0008
        14.4125,   4.6589,   0.1500,   0.9935,  -0.0045
        14.4160,   4.6551,   0.1511,   0.9933,  -0.0041
        14.4195,   4.6542,   0.1658,   0.9925,   0.0038
        14.4230,   4.6598,   0.1517,   0.9939,  -0.0043
        14.4265,   4.6561,   0.1535,   0.9931,  -0.0002
        14.4300,   4.6559,   0.1574,   0.9955,  -0.0040
        14.4335,   4.6564,   0.1593,   0.9948,   0.0015
        14.4370,   4.6629,   0.1627,   0.9997,   0.0027
        14.4405,   4.6608,   0.1652,   0.9987,   0.0017
        14.4440,   4.6541,   0.1570,   0.9944,   0.0001
        14.4475,   4.6542,   0.1631,   0.9965,  -0.0005
        14.4510,   4.6593,   0.1595,   0.9990,  -0.0001
        14.4545,   4.6460,   0.1640,   0.9938,   0.0014
        14.4580,   4.6628,   0.1566,   0.9973,   0.0015
        14.4615,   4.6507,   0.1649,   0.9938,   0.0059
        14.4650,   4.6608,   0.1504,   0.9974,  -0.0053
        14.4685,   4.6731,   0.1544,   1.0023,  -0.0026
        14.4720,   4.6651,   0.1464,   0.9945,  -0.0049
        14.4755,   4.6665,   0.1625,   1.0012,   0.0075
        14.4790,   4.6607,   0.1666,   0.9996,   0.0093
        14.4825,   4.6523,   0.1487,   0.9922,  -0.0033
        14.4860,   4.6596,   0.1723,   0.9971,   0.0085
        14.4895,   4.6697,   0.1629,   1.0029,   0.0019
        14.4930,   4.6559,   0.1455,   0.9951,  -0.0019
        14.4965,   4.6678,   0.1535,   0.9994,   0.0004
        14.5000,   4.6700,   0.1660,   1.0005,   0.0009
        14.5035,   4.6615,   0.1477,   0.9972,  -0.0056
        14.5070,   4.6611,   0.1523,   0.9943,   0.0017
        14.5105,   4.6622,   0.1555,   0.9967,  -0.0003
        14.5140,   4.6616,   0.1603,   0.9986,   0.0047
        14.5175,   4.6546,   0.1602,   0.9942,   0.0017
        14.5210,   4.6601,   0.1577,   0.9972,  -0.0008
        14.5245,   4.6648,   0.1617,   0.9979,   0.0006
        14.5280,   4.6626,   0.1472,   0.9993,  -0.0012
        14.5315,   4.6675,   0.1494,   0.9999,  -0.0002
        14.5350,   4.6608,   0.1480,   0.9969,  -0.0011
        14.5385,   4.6578,   0.1552,   0.9962,  -0.0015
        14.5420,   4.6578,   0.1590,   0.9996,   0.0005
        14.5455,   4.6678,   0.1558,   1.0035,   0.0003
        14.5490,   4.6528,   0.1625,   0.9934,   0.0036
        14.5525,   4.6612,   0.1506,   0.9964,  -0.0039
        14.5560,   4.6532,   0.1504,   0.9940,  -0.0030
        14.5595,   4.6561,   0.1636,   0.9963,   0.0014
        14.5630,   4.6437,   0.1544,   0.9888,  -0.0004
        14.5665,   4.6622,   0.1628,   0.9975,   0.0012
        14.5700,   4.6712,   0.1526,   1.0002,  -0.0025
        14.5735,   4.6677,   0.1569,   0.9995,  -0.0026
        14.5770,   4.6648,   0.1750,   1.0024,   0.0033
        14.5805,   4.6682,   0.1552,   1.0010,  -0.0033
        14.5840,   4.6595,   0.1611,   0.9968,   0.0001
        14.5875,   4.6550,   0.1594,   0.9988,  -0.0005
        14.5910,   4.6646,   0.1551,   0.9981,  -0.0021
        14.5945,   4.6651,   0.1595,   1.0007,  -0.0003
        14.5980,   4.6695,   0.1558,   0.9989,  -0.0033
        14.6015,   4.6697,   0.1635,   1.0001,   0.0014
        14.6050,   4.6648,   0.1562,   1.0000,   0.0001
        14.6085,   4.6670,   0.1613,   0.9966,   0.0000
        14.6120,   4.6694,   0.1559,   1.0028,  -0.0030
        14.6155,   4.6560,   0.1556,   0.9954,   0.0012
        14.6190,   4.6651,   0.1609,   1.0018,   0.0009
        14.6225,   4.6585,   0.1457,   0.9971,  -0.0044
        14.6260,   4.6527,   0.1745,   0.9918,   0.0087
        14.6295,   4.6498,   0.1645,   0.9928,   0.0038
        14.6330,   4.6492,   0.1570,   0.9997,  -0.0006
        14.6365,   4.6572,   0.1427,   0.9967,  -0.0060
        14.6400,   4.6678,   0.1539,   0.9945,  -0.0023
        14.6435,   4.6633,   0.1612,   1.0010,   0.0023
        14.6470,   4.6591,   0.1639,   0.9981,   0.0022
        14.6505,   4.6491,   0.1383,   1.0024,  -0.0106
        14.6540,   4.6690,   0.1709,   0.9991,   0.0044
        14.6575,   4.6716,   0.1549,   1.0059,  -0.0023
        14.6610,   4.6599,   0.1609,   0.9941,   0.0004
        14.6645,   4.6471,   0.1598,   0.9875,   0.0004
        14.6680,   4.6456,   0.1598,   0.9894,  -0.0032
        14.6715,   4.6543,   0.1531,   0.9989,  -0.0030
        14.6750,   4.6619,   0.1487,   1.0003,   0.0043
        14.6785,   4.6546,   0.1441,   1.0026,  -0.0037
        14.6820,   4.6554,   0.1597,   0.9942,   0.0008
        14.6855,   4.6516,   0.1540,   0.9978,  -0.0018
        14.6890,   4.6702,   0.1492,   0.9961,   0.0013
        14.6925,   4.6568,   0.1679,   1.0011,   0.0020
        14.6960,   4.6447,   0.1503,   0.9976,   0.0029
        14.6995,   4.6614,   0.1559,   0.9979,  -0.0003
        14.7030,   4.6612,   0.1498,   0.9938,  -0.0044
        14.7065,   4.6660,   0.1505,   0.9996,  -0.0026
        14.7100,   4.6820,   0.1543,   0.9982,  -0.0024
        14.7135,   4.6505,   0.1618,   0.9947,   0.0044
        14.7170,   4.6462,   0.1329,   0.9964,  -0.0019
        14.7205,   4.6821,   0.1427,   0.9977,  -0.0039
        14.7240,   4.6465,   0.1543,   0.9935,   0.0048
        14.7275,   4.6588,   0.1424,   1.0046,  -0.0072
        14.7310,   4.6673,   0.1522,   0.9994,  -0.0039
        14.7345,   4.6523,   0.1551,   0.9927,  -0.0021
        14.7380,   4.6589,   0.1500,   1.0028,  -0.0036
        14.7415,   4.6476,   0.1538,   0.9979,  -0.0072
        14.7450,   4.6638,   0.1469,   0.9975,  -0.0021
        14.7485,   4.6622,   0.1495,   1.0007,  -0.0014
        14.7520,   4.6505,   0.1553,   0.9905,   0.0006
        14.7555,   4.6764,   0.1650,   1.0025,  -0.0002
        14.7590,   4.6651,   0.1549,   0.9988,  -0.0003
        14.7625,   4.6647,   0.1381,   0.9930,   0.0022
        14.7660,   4.6635,   0.1642,   1.0031,   0.0013
        14.7695,   4.6585,   0.1434,   1.0008,   0.0014
        14.7730,   4.6580,   0.1479,   0.9901,   0.0065
        14.7765,   4.6561,   0.1502,   0.9997,   0.0025
        14.7800,   4.6577,   0.1490,   1.0002,  -0.0022
        14.7835,   4.6650,   0.1617,   0.9958,   0.0068
        14.7870,   4.6572,   0.1459,   0.9952,   0.0030
        14.7905,   4.6519,   0.1535,   0.9933,   0.0027
        14.7940,   4.6595,   0.1464,   0.9949,   0.0069
        14.7975,   4.6696,   0.1681,   0.9994,   0.0064
        14.8010,   4.6595,   0.1461,   0.9943,   0.0047
        14.8045,   4.6604,   0.1565,   0.9980,   0.0042
        14.8080,   4.6506,   0.1560,   0.9984,  -0.0022
        14.8115,   4.6688,   0.1613,   0.9989,   0.0029
        14.8150,   4.6604,   0.1606,   0.9990,  -0.0007
        14.8185,   4.6579,   0.1551,   0.9900,   0.0034
        14.8220,   4.6598,   0.1585,   0.9955,   0.0035
        14.8255,   4.6382,   0.1503,   0.9977,  -0.0143
        14.8290,   4.6596,   0.1587,   0.9984,   0.0029
        14.8325,   4.6581,   0.1594,   0.9990,  -0.0010
        14.8360,   4.6670,   0.1523,   0.9948,   0.0055
        14.8395,   4.6657,   0.1654,   0.9953,   0.0022
        14.8430,   4.6629,   0.1561,   0.9967,  -0.0051
        14.8465,   4.6604,   0.1579,   1.0030,   0.0040
        14.8500,   4.6648,   0.1582,   0.9981,  -0.0025
        14.8535,   4.6454,   0.1656,   1.0010,   0.0010
        14.8570,   4.6525,   0.1566,   1.0011,  -0.0030
        14.8605,   4.6541,   0.1671,   0.9977,  -0.0011
        14.8640,   4.6543,   0.1624,   0.9973,   0.0005
        14.8675,   4.6551,   0.1497,   0.9917,   0.0009
        14.8710,   4.6515,   0.1514,   0.9929,  -0.0030
        14.8745,   4.6351,   0.1518,   0.9965,   0.0052
        14.8780,   4.6551,   0.1474,   1.0032,   0.0067
        14.8815,   4.6772,   0.1515,   1.0009,  -0.0059
        14.8850,   4.6587,   0.1531,   0.9961,   0.0010
        14.8885,   4.6589,   0.1415,   0.9983,   0.0019
        14.8920,   4.6516,   0.1611,   1.0017,   0.0034
        14.8955,   4.6570,   0.1602,   0.9965,   0.0004
        14.8990,   4.6463,   0.1552,   0.9936,  -0.0005
        14.9025,   4.6701,   0.1643,   1.0010,   0.0016
        14.9060,   4.6432,   0.1565,   0.9977,   0.0008
        14.9095,   4.6787,   0.1659,   0.9965,   0.0010
        14.9130,   4.6578,   0.1390,   0.9986,  -0.0006
        14.9165,   4.6655,   0.1651,   0.9950,  -0.0028
        14.9200,   4.6572,   0.1465,   0.9960,  -0.0076
        14.9235,   4.6607,   0.1531,   1.0024,  -0.0001
        14.9270,   4.6546,   0.1630,   1.0020,  -0.0047
        14.9305,   4.6740,   0.1614,   0.9945,   0.0036
        14.9340,   4.6623,   0.1582,   0.9945,   0.0013
        14.9375,   4.6629,   0.1546,   0.9928,   0.0020
        14.9410,   4.6531,   0.1607,   0.9984,   0.0042
        14.9445,   4.6591,   0.1619,   1.0033,  -0.0023
        14.9480,   4.6619,   0.1623,   0.9998,  -0.0010
        14.9515,   4.6676,   0.1696,   1.0049,  -0.0018
        14.9550,   4.6500,   0.1458,   0.9962,  -0.0032
        14.9585,   4.6736,   0.1711,   1.0033,   0.0018
        14.9620,   4.6650,   0.1528,   0.9982,  -0.0036
        14.9655,   4.6562,   0.1554,   0.9965,   0.0029
        14.9690,   4.6749,   0.1376,   1.0022,  -0.0030
        14.9725,   4.6640,   0.1607,   0.9983,  -0.0013
        14.9760,   4.6669,   0.1731,   0.9928,  -0.0024
        14.9795,   4.6668,   0.1397,   0.9982,  -0.0093
        14.9830,   4.6436,   0.1729,   0.9946,   0.0005
        14.9865,   4.6394,   0.1351,   0.9980,  -0.0105
        14.9900,   4.6653,   0.1637,   1.0090,  -0.0029
        14.9935,   4.6531,   0.1753,   0.9923,  -0.0012
        14.9970,   4.6628,   0.1753,   0.9889,  -0.0042
        15.0005,   4.6489,   0.1733,   1.0027,  -0.0053
        15.0040,   4.6671,   0.1378,   1.0124,  -0.0083
        15.0075,   4.6463,   0.1594,   1.0010,  -0.0054
        15.0110,   4.6633,   0.1504,   0.9945,  -0.0026
        15.0145,   4.6537,   0.1544,   0.9968,   0.0012
        15.0180,   4.6521,   0.1560,   0.9972,  -0.0069
        15.0215,   4.6510,   0.1594,   1.0033,  -0.0026
        15.0250,   4.6563,   0.1510,   0.9986,  -0.0003
        15.0285,   4.6669,   0.1568,   0.9933,  -0.0057
        15.0320,   4.6525,   0.1554,   0.9962,   0.0011
        15.0355,   4.6539,   0.1574,   0.9926,   0.0032
        15.0390,   4.6704,   0.1801,   1.0048,  -0.0057
        15.0425,   4.6455,   0.1609,   0.9983,   0.0042
        15.0460,   4.6539,   0.1644,   0.9955,  -0.0014
        15.0495,   4.6293,   0.1371,   0.9970,  -0.0022
        15.0530,   4.6577,   0.1785,   1.0004,   0.0048
        15.0565,   4.6405,   0.1577,   0.9906,  -0.0040
        15.0600,   4.6724,   0.1494,   0.9970,  -0.0051
        15.0635,   4.6707,   0.1791,   0.9959,   0.0024
        15.0670,   4.6571,   0.1555,   0.9995,   0.0008
        15.0705,   4.6645,   0.1577,   1.0010,   0.0024
        15.0740,   4.6726,   0.1811,   0.9965,   0.0002
        15.0775,   4.6579,   0.1457,   0.9965,  -0.0037
        15.0810,   4.6818,   0.1531,   1.0076,   0.0001
        15.0845,   4.6603,   0.1417,   0.9964,  -0.0052
        15.0880,   4.6758,   0.1668,   0.9912,   0.0041
        15.0915,   4.6536,   0.1613,   0.9929,  -0.0068
        15.0950,   4.6596,   0.1533,   0.9954,  -0.0001
        15.0985,   4.6521,   0.1680,   0.9951,  -0.0026
        15.1020,   4.6589,   0.1660,   0.9977,  -0.0025
        15.1055,   4.6565,   0.1636,   0.9991,  -0.0079
        15.1090,   4.6585,   0.1611,   1.0008,  -0.0036
        15.1125,   4.6622,   0.1570,   0.9965,   0.0016
        15.1160,   4.6697,   0.1659,   0.9999,  -0.0022
        15.1195,   4.6573,   0.1611,   0.9943,   0.0008
        15.1230,   4.6467,   0.1658,   0.9981,   0.0009
        15.1265,   4.6659,   0.1497,   0.9921,  -0.0054
        15.1300,   4.6569,   0.1458,   0.9946,   0.0051
        15.1335,   4.6584,   0.1538,   0.9973,  -0.0036
        15.1370,   4.6570,   0.1610,   0.9956,   0.0001
        15.1405,   4.6734,   0.1489,   0.9929,  -0.0067
        15.1440,   4.6811,   0.1634,   0.9977,  -0.0010
        15.1475,   4.6552,   0.1686,   0.9983,  -0.0024
        15.1510,   4.6596,   0.1630,   0.9956,   0.0017
        15.1545,   4.6687,   0.1643,   1.0006,  -0.0014
        15.1580,   4.6517,   0.1443,   0.9956,  -0.0062
        15.1615,   4.6645,   0.1422,   1.0004,  -0.0030
        15.1650,   4.6494,   0.1514,   0.9918,  -0.0005
        15.1685,   4.6649,   0.1670,   0.9958,   0.0018
        15.1720,   4.6598,   0.1712,   0.9976,  -0.0040
        15.1755,   4.6502,   0.1638,   1.0029,   0.0042
        15.1790,   4.6659,   0.1563,   0.9988,   0.0043
        15.1825,   4.6597,   0.1560,   0.9944,  -0.0005
        15.1860,   4.6485,   0.1657,   0.9993,  -0.0008
        15.1895,   4.6626,   0.1556,   0.9989,  -0.0070
        15.1930,   4.6563,   0.1690,   0.9992,   0.0065
        15.1965,   4.6592,   0.1613,   0.9923,   0.0029
        15.2000,   4.6626,   0.1587,   1.0013,  -0.0044
        15.2035,   4.6549,   0.1586,   0.9993,  -0.0003
        15.2070,   4.6636,   0.1656,   0.9993,  -0.0009
        15.2105,   4.6556,   0.1714,   1.0007,  -0.0018
        15.2140,   4.6555,   0.1434,   0.9937,  -0.0019
        15.2175,   4.6667,   0.1564,   1.0004,  -0.0071
        15.2210,   4.6662,   0.1420,   0.9969,  -0.0058
        15.2245,   4.6496,   0.1659,   0.9996,   0.0007
        15.2280,   4.6522,   0.1508,   1.0010,  -0.0025
        15.2315,   4.6617,   0.1758,   0.9969,   0.0010
        15.2350,   4.6637,   0.1510,   0.9995,  -0.0024
        15.2385,   4.6697,   0.1626,   1.0016,   0.0010
        15.2420,   4.6566,   0.1381,   0.9968,  -0.0052
        15.2455,   4.6598,   0.1705,   0.9976,   0.0036
        15.2490,   4.6579,   0.1573,   0.9970,   0.0054
        15.2525,   4.6789,   0.1614,   1.0073,  -0.0022
        15.2560,   4.6598,   0.1607,   0.9988,   0.0038
        15.2595,   4.6658,   0.1747,   0.9959,   0.0073
        15.2630,   4.6733,   0.1566,   0.9992,   0.0009
        15.2665,   4.6675,   0.1444,   0.9996,  -0.0010
        15.2700,   4.6531,   0.1474,   0.9923,  -0.0017
        15.2735,   4.6545,   0.1612,   0.9908,   0.0012
        15.2770,   4.6585,   0.1581,   0.9956,   0.0004
        15.2805,   4.6646,   0.1610,   0.9977,   0.0013
        15.2840,   4.6563,   0.1578,   0.9938,   0.0030
        15.2875,   4.6592,   0.1633,   0.9931,   0.0042
        15.2910,   4.6666,   0.1576,   1.0013,  -0.0007
        15.2945,   4.6669,   0.1650,   0.9983,   0.0051
        15.2980,   4.6558,   0.1591,   0.9930,  -0.0010
        15.3015,   4.6635,   0.1600,   0.9963,   0.0021
        15.3050,   4.6623,   0.1711,   0.9963,   0.0030
        15.3085,   4.6689,   0.1628,   0.9997,   0.0008
        15.3120,   4.6605,   0.1673,   0.9950,   0.0030
        15.3155,   4.6492,   0.1593,   0.9914,  -0.0007
        15.3190,   4.6615,   0.1508,   0.9956,  -0.0075
        15.3225,   4.6600,   0.1725,   0.9945,   0.0053
        15.3260,   4.6643,   0.1636,   0.9995,   0.0002
        15.3295,   4.6406,   0.1655,   0.9911,   0.0015
        15.3330,   4.6416,   0.1645,   0.9893,  -0.0004
        15.3365,   4.6563,   0.1586,   0.9966,  -0.0042
        15.3400,   4.6539,   0.1898,   0.9953,   0.0072
        15.3435,   4.6560,   0.1749,   0.9959,   0.0049
        15.3470,   4.6553,   0.1708,   0.9958,   0.0034
        15.3505,   4.6567,   0.1779,   0.9979,   0.0008
        15.3540,   4.6610,   0.1802,   1.0002,   0.0009
        15.3575,   4.6697,   0.1576,   1.0023,  -0.0049
        15.3610,   4.6560,   0.1512,   0.9981,  -0.0053
        15.3645,   4.6570,   0.1664,   0.9951,  -0.0019
        15.3680,   4.6577,   0.1736,   0.9967,   0.0040
        15.3715,   4.6520,   0.1613,   0.9934,   0.0011
        15.3750,   4.6591,   0.1603,   0.9969,  -0.0014
        15.3785,   4.6616,   0.1658,   0.9986,  -0.0007
        15.3820,   4.6633,   0.1642,   0.9962,  -0.0017
        15.3855,   4.6632,   0.1649,   0.9990,  -0.0025
        15.3890,   4.6502,   0.1602,   0.9921,  -0.0012
        15.3925,   4.6511,   0.1577,   0.9946,  -0.0012
        15.3960,   4.6556,   0.1694,   0.9960,   0.0026
        15.3995,   4.6659,   0.1670,   0.9988,   0.0006
        15.4030,   4.6588,   0.1599,   0.9938,  -0.0015
        15.4065,   4.6640,   0.1501,   0.9956,  -0.0082
        15.4100,   4.6552,   0.1642,   0.9936,  -0.0020
        15.4135,   4.6577,   0.1595,   0.9967,  -0.0045
        15.4170,   4.6588,   0.1595,   0.9975,  -0.0050
        15.4205,   4.6638,   0.1731,   0.9990,   0.0022
        15.4240,   4.6440,   0.1921,   0.9930,   0.0114
        15.4275,   4.6438,   0.1614,   0.9902,  -0.0019
        15.4310,   4.6522,   0.1729,   0.9930,   0.0009
        15.4345,   4.6571,   0.1590,   0.9959,  -0.0038
        15.4380,   4.6508,   0.1733,   0.9933,   0.0022
        15.4415,   4.6442,   0.1678,   0.9941,  -0.0008
        15.4450,   4.6605,   0.1660,   1.0011,  -0.0014
        15.4485,   4.6556,   0.1660,   0.9978,  -0.0025
        15.4520,   4.6474,   0.1748,   0.9955,   0.0013
        15.4555,   4.6493,   0.1631,   0.9964,  -0.0048
        15.4590,   4.6500,   0.1663,   0.9981,  -0.0042
        15.4625,   4.6552,   0.1728,   0.9967,   0.0018
        15.4660,   4.6525,   0.1721,   0.9980,  -0.0010
        15.4695,   4.6560,   0.1737,   0.9989,  -0.0007
        15.4730,   4.6562,   0.1650,   0.9985,  -0.0057
        15.4765,   4.6559,   0.1694,   0.9982,  -0.0019
        15.4800,   4.6543,   0.1667,   0.9995,  -0.0018
        15.4835,   4.6475,   0.1815,   0.9986,   0.0052
        15.4870,   4.6419,   0.1793,   0.9970,   0.0057
        15.4905,   4.6540,   0.1810,   0.9966,   0.0035
        15.4940,   4.6297,   0.1767,   0.9928,   0.0042
        15.4975,   4.6294,   0.1795,   0.9892,   0.0053
        15.5010,   4.6471,   0.1774,   0.9971,   0.0032
        15.5045,   4.6479,   0.1616,   0.9956,  -0.0020
        15.5080,   4.6578,   0.1631,   1.0016,  -0.0045
        15.5115,   4.6561,   0.1897,   1.0033,   0.0092
        15.5150,   4.6354,   0.1658,   0.9915,  -0.0019
